sentence_id,text,label,split,source_dataset,source_config
banking77-train-3195,"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what is happening?",61,train,banking77,default
banking77-train-3196,I did a topup successfully but its not showing in balance. I think there is some problem in system.,61,train,banking77,default
banking77-train-3197,I put some money in my account the other day but now its gone? Why is this?,61,train,banking77,default
banking77-train-3198,My thoughts were that you offered crypto top up which does not seem to be working. The money has now been taken from my account. What is the problem here?,61,train,banking77,default
banking77-train-3199,"My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",61,train,banking77,default
banking77-train-3200,"I think my top up may have been reverted, what do I do?",61,train,banking77,default
banking77-train-3201,What is the status of my top up?,61,train,banking77,default
banking77-train-3202,"When I top-up, the app reverts it.",61,train,banking77,default
banking77-train-3203,Why has my top up been cancelled,61,train,banking77,default
banking77-train-3204,What's the problem? I thought you offered crypto top up. This doesn't appear to be working at all. My money has now vanished from my account.,61,train,banking77,default
banking77-train-3205,"I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?",61,train,banking77,default
banking77-train-3206,Why is my top-up showing as cancelled?,61,train,banking77,default
banking77-train-3207,Why does my top-up get cancelled?,61,train,banking77,default
banking77-train-3208,What I topped up was reverted by the app.,61,train,banking77,default
banking77-train-3209,I was checking my statement and my top-up has been reverted,61,train,banking77,default
banking77-train-3210,"My money is gone. I had topped up recently and saw it was there, but now it's disappeared, what's going on?",61,train,banking77,default
banking77-train-3211,My top up was rejected. Why?,61,train,banking77,default
banking77-train-3212,I wanted to know why a top-up I made has been reverted.,61,train,banking77,default
banking77-train-3213,What should I do?  I topped off but the app reversed  it.,61,train,banking77,default
banking77-train-3214,I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?,61,train,banking77,default
banking77-train-3215,"Hi, I have done a topup, but my money was reverted. Please look into this issue.",61,train,banking77,default
banking77-train-3216,My top-up has been reverted and I would like to know why.,61,train,banking77,default
banking77-train-3217,How can I tell if my top-up has been cancelled?,61,train,banking77,default
banking77-train-3218,When I topped up the app has seemed to reverted it.,61,train,banking77,default
banking77-train-3219,I think my top up was reversed.,61,train,banking77,default
banking77-train-3220,I refilled my account balance but got an error message.,61,train,banking77,default
banking77-train-3221,"My money's disappeared from my account! I topped up the other day and it was there, but now it's not. Help?",61,train,banking77,default
banking77-train-3222,Why is my top-up showing as reverted?,61,train,banking77,default
banking77-train-3223,"My top-up was cancelled, could my bank be the problem?",61,train,banking77,default
banking77-train-3224,"HI,Accordingly you offer crypto top up but it doesn't seem to be working? Money just disappeared from my account.What should be done now?",61,train,banking77,default
banking77-train-3225,Why did you revert my top-up?,61,train,banking77,default
banking77-train-3226,My topup got reverted. Please let me know if there is any issue in system.,61,train,banking77,default
banking77-train-3227,My top-up was reverted by the app.,61,train,banking77,default
banking77-train-3228,Why was my top up cancelled?,61,train,banking77,default
banking77-train-3229,How do I tell if my top up was reverted?,61,train,banking77,default
banking77-train-3230,top up cancellation,61,train,banking77,default
banking77-train-3231,"I was under the impression that you offer crypto top up; however,  it doesn't appear to be working. The money has now disappeared from my account so I need to know what the deal is?",61,train,banking77,default
banking77-train-3232,I topped up and now my money is not there anymore! What happened to it?,61,train,banking77,default
banking77-train-3233,Explain why my top up has been reverted please.,61,train,banking77,default
banking77-train-3234,"If my top-up didn't transfer, what went wrong?",61,train,banking77,default
banking77-train-3235,Why has my money disappeared? I topped up earlier and seen it was there and had went through. What seems to be the problem?,61,train,banking77,default
banking77-train-3236,My top up may have been reverted,61,train,banking77,default
banking77-train-3237,"Hi there, I came across a problem with my top up and my money is missing, was there a system error?",61,train,banking77,default
banking77-train-3238,What caused my top up to be reverted?,61,train,banking77,default
banking77-train-3239,I got an cancellation error when I was topping up.,61,train,banking77,default
banking77-train-3240,Why didnt my top up go through,61,train,banking77,default
banking77-train-3241,When I topped up the app reverted it.,61,train,banking77,default
banking77-train-3242,Why was my top-up declined?,61,train,banking77,default
banking77-train-3243,Why wasn't my top-up accepted and where did that money go? At first it said it was confirmed but now I can't find it.,61,train,banking77,default
banking77-train-3244,The app reverted my top up,61,train,banking77,default
banking77-train-3245,Why has my top-up been returned to my account?,61,train,banking77,default
banking77-train-3246,I topped up but the app declined it,61,train,banking77,default
banking77-train-3247,The app reverted after I topped-up,61,train,banking77,default
banking77-train-3248,"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",61,train,banking77,default
banking77-train-3249,Why did my money disappear when I topped up??,61,train,banking77,default
banking77-train-3250,I have a canceled top-up and wanted to know about it.,61,train,banking77,default
banking77-train-3251,What reasons could cause my top up to be reverted,61,train,banking77,default
banking77-train-3252,Why isn't my top up showing?  Was the money reversed?,61,train,banking77,default
banking77-train-3253,What if my top up is reverted?,61,train,banking77,default
banking77-train-3254,I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account.,61,train,banking77,default
banking77-train-3255,I got notified that my top up has been reverted. Why?,61,train,banking77,default
banking77-train-3256,"I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go??",61,train,banking77,default
banking77-train-3257,My top-up was just cancelled.,61,train,banking77,default
banking77-train-3258,Can you explain to me why a top up would be reverted?,61,train,banking77,default
banking77-train-3259,I topped up but my money is not showing. Why is that?,61,train,banking77,default
banking77-train-3260,My automatic top-up was unsuccessful,61,train,banking77,default
banking77-train-3261,It looks like my top-up was cancelled,61,train,banking77,default
banking77-train-3262,"Hello. I tried doing a topup and I thought it worked, but now the money is no longer in my account. Can you explain?",61,train,banking77,default
banking77-train-3263,Reasons for top up cancellation.,61,train,banking77,default
banking77-train-3264,"Please help me, as my topup amount has been reverted, i did it correctly. I think there is some defect in system.",61,train,banking77,default
banking77-train-3265,Do you support top ups?,61,train,banking77,default
banking77-train-3266,Why did my top-up not go through?,61,train,banking77,default
banking77-train-3267,Explain why my top up would be reverted.,61,train,banking77,default
banking77-train-3268,Why did you revert my top up?,61,train,banking77,default
banking77-train-3269,I thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. Can you tell me what's going on?,61,train,banking77,default
banking77-train-3270,Is there a reason for my top up to be cancelled?,61,train,banking77,default
banking77-train-3271,The app reversed a top off I had.  What should I do?,61,train,banking77,default
banking77-train-3272,What happened to the money that I deposited?,61,train,banking77,default
banking77-train-3273,What's the deal? Money has just disappeared out of my account. I thought you offered crypto top up and it doesn't seem to working.,61,train,banking77,default
banking77-train-3274,Tell me how a top up would be reverted.,61,train,banking77,default
banking77-train-3275,i noticed that the funds were returned to my bank account. What happened?,61,train,banking77,default
banking77-train-3276,Why have my top ups been canceled?,61,train,banking77,default
banking77-train-3277,"What did you do with my money??? I just topped up, I saw the money was there, but now it's gone!! What did you do with it?",61,train,banking77,default
banking77-train-3278,I want to know why my top-up was reverted,61,train,banking77,default
banking77-train-3279,I am unable to use my top-up on the app. Could you explain this to me?,61,train,banking77,default
banking77-train-3280,"So, I was under the impression that you have an offer for crypto top up. This doesn't seem to be working. Now, the money has just disappeared from my account. What is the deal?",61,train,banking77,default
banking77-train-3281,My money disappeared! Please help??,61,train,banking77,default
banking77-train-3282,"Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account",61,train,banking77,default
banking77-train-3283,It appears my top-ups have been canceled.,61,train,banking77,default
banking77-train-3284,"Do you not accept crypto transfers from certain places? Because when I tried to do a top up the money just disappeared. Im not sure what to do or what I'm doing wrong, please help.",61,train,banking77,default
banking77-train-3285,"I attempted to complete a topup, and I thought all was well, but now the money is gone again. Has there been a glitch?",61,train,banking77,default
banking77-train-3286,"My money has gone missing. I had recently added money in, and saw it was there and went through. Now it's missing. What is happening?",61,train,banking77,default
banking77-train-3287,"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",61,train,banking77,default
banking77-train-3288,It's only been a few weeks my my top-up got cancelled,61,train,banking77,default
banking77-train-3289,"Hi, i just topped up my phone and the money was deducted but it seems to have deducted the same amount again! please help!",61,train,banking77,default
banking77-train-3290,Explain top-up cancellation,61,train,banking77,default
banking77-train-3291,Why did my top up get pulled back out?,61,train,banking77,default
banking77-train-3292,Why has my top up been returned?,61,train,banking77,default
banking77-train-3293,"Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system.",61,train,banking77,default
banking77-train-3294,Reverted top up,61,train,banking77,default
banking77-train-3295,"Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account",61,train,banking77,default
banking77-train-3296,Can you tell me why my top-up was canceled?,61,train,banking77,default
banking77-train-3297,Why did my top-up not get approved this time?,61,train,banking77,default
banking77-train-3298,Why is my last cheque deposit taking so long?,6,train,banking77,default
banking77-train-3299,I am still waiting for a the cash I deposited this morning,6,train,banking77,default
banking77-train-3300,"I tried using a check to update my balance, but it isn't work? Is something wrong?",6,train,banking77,default
banking77-train-3301,I deposited cash but it isn't showing up in my account,6,train,banking77,default
banking77-train-3302,I put some cash into my account but it's not displaying that on my balance.,6,train,banking77,default
banking77-train-3303,Why hasn't my cash been deposited yet?,6,train,banking77,default
banking77-train-3304,"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",6,train,banking77,default
banking77-train-3305,I deposited a check yesterday and im not seeing it posted yet in my account. why is that? can you look into it?,6,train,banking77,default
banking77-train-3306,"I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this",6,train,banking77,default
banking77-train-3307,"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",6,train,banking77,default
banking77-train-3308,cash and check deposit has not gone thru,6,train,banking77,default
banking77-train-3309,"my balance has not changed, despite depositing a cheque",6,train,banking77,default
banking77-train-3310,Why did my cash deposit not show up?,6,train,banking77,default
banking77-train-3311,Why is my money not in my account. I have already sent it out.,6,train,banking77,default
banking77-train-3312,I placed a cash deposit in my account but I can't see it yet.,6,train,banking77,default
banking77-train-3313,I'm not seeing my cash deposit showing up in my account.,6,train,banking77,default
banking77-train-3314,Last week I put a cash deposit into my account and it is still isn't there.,6,train,banking77,default
banking77-train-3315,I checked the app and my balance has not been updated for the cash or cheque deposit.,6,train,banking77,default
banking77-train-3316,"I put some money in my account the other day and it's not gone in yet, can you help with this?",6,train,banking77,default
banking77-train-3317,I did a cash deposit to my account but it doesn't show up,6,train,banking77,default
banking77-train-3318,I can't see my cash deposit in my account.,6,train,banking77,default
banking77-train-3319,"I deposited money in the form of a cheque, but my balance has not increased.",6,train,banking77,default
banking77-train-3320,Where is the cash deposit I made?,6,train,banking77,default
banking77-train-3321,"I can't figure out why I haven't gotten my cash, when I already put the check in the bank.",6,train,banking77,default
banking77-train-3322,Why is my deposit still pending?,6,train,banking77,default
banking77-train-3323,I made a cash deposit and the balance wasn't updated.,6,train,banking77,default
banking77-train-3324,I did a cash deposit to my account but my balance is still the same. What happened?,6,train,banking77,default
banking77-train-3325,I just deposited cash to my account and can't find it!,6,train,banking77,default
banking77-train-3326,Online banking is not showing my cheque or cash deposit so the balance is incorrect.,6,train,banking77,default
banking77-train-3327,i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?,6,train,banking77,default
banking77-train-3328,When will my cheque be processed?,6,train,banking77,default
banking77-train-3329,What happens if I deposit a cheque accidentally?,6,train,banking77,default
banking77-train-3330,Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.,6,train,banking77,default
banking77-train-3331,When will my deposit from this morning show up?,6,train,banking77,default
banking77-train-3332,I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.,6,train,banking77,default
banking77-train-3333,Where is my missing cheque I deposited?,6,train,banking77,default
banking77-train-3334,My balance doesn't show my deposit.,6,train,banking77,default
banking77-train-3335,My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,6,train,banking77,default
banking77-train-3336,I made a deposit and the balance hasn't been updated.,6,train,banking77,default
banking77-train-3337,I have yet to receive the cash I added to my account this morning.,6,train,banking77,default
banking77-train-3338,Why isn't my cash deposit showing up in my account?,6,train,banking77,default
banking77-train-3339,"I deposited some cash but it hasn't shown up in my account yet, what's going on?",6,train,banking77,default
banking77-train-3340,I deposited a cheque but the cash hasn't arrived yet,6,train,banking77,default
banking77-train-3341,I've already sent the money out and still have not received money in my account.,6,train,banking77,default
banking77-train-3342,I have made a recent check and cash deposit that isn't reflected in my balance.,6,train,banking77,default
banking77-train-3343,I placed a cheque but the funds aren't there,6,train,banking77,default
banking77-train-3344,The cheque I sent to you to have deposited a couple days ago has not cleared in my account yet. What is the issue?,6,train,banking77,default
banking77-train-3345,"the balance has not changed, but I have deposited some money",6,train,banking77,default
banking77-train-3346,"I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque.",6,train,banking77,default
banking77-train-3347,I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this?,6,train,banking77,default
banking77-train-3348,I've deposited a check but the cash isn't showing that it's there yet.,6,train,banking77,default
banking77-train-3349,Waiting for the cash I deposited this morning still,6,train,banking77,default
banking77-train-3350,"I put cash in my account, but I don't see it.",6,train,banking77,default
banking77-train-3351,Where did the money I deposit go??,6,train,banking77,default
banking77-train-3352,"I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?",6,train,banking77,default
banking77-train-3353,I made a cash deposit a few days ago and it's still not reflected in my account. Do you know what might have happened?,6,train,banking77,default
banking77-train-3354,Why is the cash not showing in my account for the check I deposited?,6,train,banking77,default
banking77-train-3355,When will the check I deposited post to my account?,6,train,banking77,default
banking77-train-3356,How do I see my updated balance after I make a cheque or cash deposit?,6,train,banking77,default
banking77-train-3357,Why isn't my deposit in my account?,6,train,banking77,default
banking77-train-3358,Where is my cash deposit in my balance?,6,train,banking77,default
banking77-train-3359,Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!,6,train,banking77,default
banking77-train-3360,"I deposited cash this morning, but it's not showing up in my account. Can you tell me where's my money?",6,train,banking77,default
banking77-train-3361,How long does it take for a cheque to post to your account?,6,train,banking77,default
banking77-train-3362,Why has my account balance not changed after depositing a cheque?,6,train,banking77,default
banking77-train-3363,Where is the cash I deposited?,6,train,banking77,default
banking77-train-3364,Why is my balance still the same after a cheque deposit?,6,train,banking77,default
banking77-train-3365,Why is my check still not showing up on my account? It's been a week already,6,train,banking77,default
banking77-train-3366,Why isn't my balance updating after depositing cheques and cash.,6,train,banking77,default
banking77-train-3367,My cash deposit isn't in my account. What happened?,6,train,banking77,default
banking77-train-3368,I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?,6,train,banking77,default
banking77-train-3369,I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?,6,train,banking77,default
banking77-train-3370,Why isn't my deposit showing up?,6,train,banking77,default
banking77-train-3371,My balance was not updated with my checque or cash deposit.,6,train,banking77,default
banking77-train-3372,"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",6,train,banking77,default
banking77-train-3373,My cash deposit from a week ago is still not in my account. Can you help me please?,6,train,banking77,default
banking77-train-3374,I made a deposit but it is not showing up in my balance.,6,train,banking77,default
banking77-train-3375,I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,6,train,banking77,default
banking77-train-3376,The cheque I deposited isn't showing in my account,6,train,banking77,default
banking77-train-3377,my check or cash deposit has not shown up,6,train,banking77,default
banking77-train-3378,Why isn't my cash deposit showing up in my account? I deposited it this morning.,6,train,banking77,default
banking77-train-3379,"I deposited a cheque, why isn't my balance showing that I did?",6,train,banking77,default
banking77-train-3380,Why hasn't my cash arrived from a deposited check?,6,train,banking77,default
banking77-train-3381,"I put money in my account a week ago but its still not there, what is happening?",6,train,banking77,default
banking77-train-3382,"I made a cash deposit, but it hasn't shown up in my balance yet.",6,train,banking77,default
banking77-train-3383,"When will I see my cash, since I already deposited my check?",6,train,banking77,default
banking77-train-3384,"Hi,  My money has not been credited to my account for which i have sent you cheque few days before. I am worried about the money please let me know the status.",6,train,banking77,default
banking77-train-3385,I haven't seen the cash yet from the cheque I deposited.,6,train,banking77,default
banking77-train-3386,I've deposited a check in my account but the cash isn't showing as available.,6,train,banking77,default
banking77-train-3387,"I sent a cheque to you a few days ago and the deposit has yet to appear in my account. I need this money, what is the problem?",6,train,banking77,default
banking77-train-3388,What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?,6,train,banking77,default
banking77-train-3389,Why am I not seeing the check I deposited this morning in my account?,6,train,banking77,default
banking77-train-3390,Do you guys accept cash? Because i deposited some this morning and I can't see it in my account.,6,train,banking77,default
banking77-train-3391,My cash deposit hasn't posted to my account.,6,train,banking77,default
banking77-train-3392,"I had a cheque deposited, but I don't see my money yet?",6,train,banking77,default
banking77-train-3393,My balance is not right. It has not been updated for the cash or cheque deposit.,6,train,banking77,default
banking77-train-3394,"After I deposited my cash, I still don't see it in my account.",6,train,banking77,default
banking77-train-3395,I made a cash deposit going to my account but it is not there,6,train,banking77,default
banking77-train-3396,"I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please",6,train,banking77,default
banking77-train-3397,My cheque deposit didn't seem to work.,6,train,banking77,default
banking77-train-3398,I still do not see the cash deposit in my account from last week. Why?,6,train,banking77,default
banking77-train-3399,When will my cheque process?,6,train,banking77,default
banking77-train-3400,"I deposited a check, but haven't received the funds for it.",6,train,banking77,default
banking77-train-3401,After depositing a cheque my balance did not change.,6,train,banking77,default
banking77-train-3402,Cash has been deposited this morning but it hasn't came through.,6,train,banking77,default
banking77-train-3403,I deposited a cheque a week ago but have yet to receive the cash.,6,train,banking77,default
banking77-train-3404,"I put money into my account in the form of a cheque, but my balance did not change.",6,train,banking77,default
banking77-train-3405,"I deposited cash into my account a week ago and it is still not available, please tell me why? I need the cash back now.",6,train,banking77,default
banking77-train-3406,"My mother deposited a cheque into my account last week, why is it still not showing up?",6,train,banking77,default
banking77-train-3407,Why hasn't my balance been updated from the check deposit I made?,6,train,banking77,default
banking77-train-3408,Where is the money I put in the bank?,6,train,banking77,default
banking77-train-3409,I haven't received the cash from the check I deposited.,6,train,banking77,default
banking77-train-3410,After trying to update my account balance yesterday by cheque it doesn't seem to working. Shouldn't the process be quicker? I need my account looked at because there appears to be a problem.,6,train,banking77,default
banking77-train-3411,Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,6,train,banking77,default
banking77-train-3412,"Even though I made a cash deposit, I am not seeing it in my account.",6,train,banking77,default
banking77-train-3413,I put money in my account a week ago but its still not there?? What happened to my money?,6,train,banking77,default
banking77-train-3414,Why did the cash deposit not show up in my account?,6,train,banking77,default
banking77-train-3415,What is going on? My balance still hasn't updated and it has been two weeks since I deposited my money!,6,train,banking77,default
banking77-train-3416,"I deposited cash into my account, why do I not see it?",6,train,banking77,default
banking77-train-3417,Can you tell me why a cheque deposit isn't showing in my balance?,6,train,banking77,default
banking77-train-3418,Why is my cash deposit not in my account?,6,train,banking77,default
banking77-train-3419,Why isn't my money from a check deposit showing?,6,train,banking77,default
banking77-train-3420,"I put my check in the bank, but I haven't gotten my cash yet?",6,train,banking77,default
banking77-train-3421,How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.,6,train,banking77,default
banking77-train-3422,i used a check check yesterday to balance my account and it isn't showing up?,6,train,banking77,default
banking77-train-3423,"I recently deposited some money into my account, but it still isn't showing up. What's going on?",6,train,banking77,default
banking77-train-3424,"My friend deposited $100 into my account, but it is not showing up!",6,train,banking77,default
banking77-train-3425,The cash deposit I made this morning has not been credited to my account,6,train,banking77,default
banking77-train-3426,"I did a cash deposit to my account, but I am not seeing it on my statement.",6,train,banking77,default
banking77-train-3427,I deposited a cheque but I don't see the funds in my account.,6,train,banking77,default
banking77-train-3428,When will my deposit post to my account?,6,train,banking77,default
banking77-train-3429,I am still waiting for the cash to be returned from a cheque I deposited!,6,train,banking77,default
banking77-train-3430,How long does it take to show a deposit I made to my balance?,6,train,banking77,default
banking77-train-3431,I deposited cash into my account and I'm having trouble seeing it on my account.,6,train,banking77,default
banking77-train-3432,"I wrote a check to the account yesterday to add to my balance, but I don't see the amount of the check reflected anywhere.  Is it being held up for some reason?  I should have seen a new balance by now!",6,train,banking77,default
banking77-train-3433,How long do cheques take to post to your account?,6,train,banking77,default
banking77-train-3434,I deposited money but my balance hasn't been updated yet.,6,train,banking77,default
banking77-train-3435,"I deposited cash this morning, but it is not yet available.",6,train,banking77,default
banking77-train-3436,I have cash deposit to my account but it is experiencing a problem,6,train,banking77,default
banking77-train-3437,How long will it take for the cash I deposited this morning to show up?,6,train,banking77,default
banking77-train-3438,The cast deposit from a week ago still is not in my account. Why?,6,train,banking77,default
banking77-train-3439,Why is the check I deposited this morning not showing up?,6,train,banking77,default
banking77-train-3440,How long do deposits take to appear? I've been waiting for more than a week and need the money!,6,train,banking77,default
banking77-train-3441,When will my deposit be processed?,6,train,banking77,default
banking77-train-3442,I am still awaiting the money I put into my account this morning.,6,train,banking77,default
banking77-train-3443,Why am I still not able to see the money I deposited a week ago? This is urgent!!,6,train,banking77,default
banking77-train-3444,I deposited a check a few days ago and it's still not gone in! Please help me with this,6,train,banking77,default
banking77-train-3445,I made a check and cash deposit that wasn't credited to my account.,6,train,banking77,default
banking77-train-3446,"I deposited a check yesterday to up my account balance, but that deposit hasn't shown up yet.  It's been a day already!",6,train,banking77,default
banking77-train-3447,Why hasn't my cheque processed?,6,train,banking77,default
banking77-train-3448,I am still currently waiting for the cash that has been deposited into the account this morning.,6,train,banking77,default
banking77-train-3449,I sent a check into the system but still haven't received the cash yet,6,train,banking77,default
banking77-train-3450,I recently deposited a cheque and cannot find the cash from it.,6,train,banking77,default
banking77-train-3451,When will I receive the cash payment from the check I deposited?,6,train,banking77,default
banking77-train-3452,My cheque is slow to cash,6,train,banking77,default
banking77-train-3453,I attempted to deposit a cheque yesterday but the balance isn't showing today. Is it still pending?,6,train,banking77,default
banking77-train-3454,Why haven't I seen the cash from the cheque I deposited yet?,6,train,banking77,default
banking77-train-3455,My cheque is taking a while,6,train,banking77,default
banking77-train-3456,I made a cash deposit to my account but i don't see it,6,train,banking77,default
banking77-train-3457,The check I deposited yesterday isn't listed yet.  Isn't that pretty slow?  I need to see the balance increased by that check.,6,train,banking77,default
banking77-train-3458,where is my money from this morning,6,train,banking77,default
banking77-train-3459,Why is it taking so long for my money to appear in my account? I have been waiting a week!,6,train,banking77,default
banking77-train-3460,"I deposited a cheque, but the balance hasn't changed yet.",6,train,banking77,default
banking77-train-3461,My account balance has not updated since I deposited a cheque recently.,6,train,banking77,default
banking77-train-3462,How long does a check take to show up in the account balance?,6,train,banking77,default
banking77-train-3463,What is going on with my cash deposit. I'm looking at my account balance and it is not there. It has been almost a week. Someone better get back to me asap.,6,train,banking77,default
banking77-train-3464,Why hasn't my account updated?,6,train,banking77,default
banking77-train-3465,I haven't received the money from the check I deposited.,6,train,banking77,default
banking77-train-3466,"I deposited a cheque with some money, but the balance hasn't changed.",6,train,banking77,default
banking77-train-3467,"I deposited a cheque, but my account balance stayed the same.",6,train,banking77,default
banking77-train-3468,Why hasn't my balance been updated? I've deposited a few cheques some days ago!,6,train,banking77,default
banking77-train-3469,why hasn't my cash arrived yet from my cheque?!,6,train,banking77,default
banking77-train-3470,I made a check deposit but the cash hasn't arrived in my account yet.,6,train,banking77,default
banking77-train-3471,The balance hasn't changed yet after depositing a cheque with some money.,6,train,banking77,default
banking77-train-3472,What happened to my cash deposit?,6,train,banking77,default
banking77-train-3473,"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",6,train,banking77,default
banking77-train-3474,"After my checque or cash deposit, my balance didn't update.",6,train,banking77,default
banking77-train-3475,When will my balance reflect a deposit?,6,train,banking77,default
banking77-train-3476,I made a cash deposit to my account but it is not there,6,train,banking77,default
banking77-train-3477,I deposited a cheque and its been days and I still haven't received the cash!!,6,train,banking77,default
banking77-train-3478,"I deposited some money, but the balance has not changed.",6,train,banking77,default
banking77-train-3479,There's a payment with my card that I didn't perform. I don't know that name shown.,16,train,banking77,default
banking77-train-3480,My statement indicates I made a payment to an unfamiliar merchant.,16,train,banking77,default
banking77-train-3481,"There's a payment with my card that I definitely didn't do myself, never seen that name before.",16,train,banking77,default
banking77-train-3482,Help! In the app there is a payment that I don't remember.,16,train,banking77,default
banking77-train-3483,I don't understand where this charge came from.,16,train,banking77,default
banking77-train-3484,there is a charge i dont recognize,16,train,banking77,default
banking77-train-3485,"I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card.",16,train,banking77,default
banking77-train-3486,Someone might have access to my card!  There are some strange payments showing up on my account.  What do I do?,16,train,banking77,default
banking77-train-3487,"There are a couple payments with my card shown in the app that i really didn't make myself. What's going on with this, does someone has access to my card?!",16,train,banking77,default
banking77-train-3488,I'm using the app and I noticed a payment that I didn't make.,16,train,banking77,default
banking77-train-3489,"A strange card payment, I do not recognize it.",16,train,banking77,default
banking77-train-3490,They is a payment I don't recognize on my statement.,16,train,banking77,default
banking77-train-3491,I have an unusual payment in my statement,16,train,banking77,default
banking77-train-3492,I do not recognize the card payment.,16,train,banking77,default
banking77-train-3493,Hi something is going on with the app.  I see some payments I didn't make?,16,train,banking77,default
banking77-train-3494,"If I see a payment in the app that I don't recognize, what should I do?",16,train,banking77,default
banking77-train-3495,I do not recognise the card payment.,16,train,banking77,default
banking77-train-3496,"There are a couple payments with my card shown in the app that i really didn't make myself. What's happenning with this, does someone has access to my card?!",16,train,banking77,default
banking77-train-3497,Just today there was a purchase on my card that wasn't done by me. Can this be reversed and my card be frozen? I can't have this continue!,16,train,banking77,default
banking77-train-3498,I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!,16,train,banking77,default
banking77-train-3499,my statement contains an unknown payment,16,train,banking77,default
banking77-train-3500,I don't recognize what this payment on my statement would be for.,16,train,banking77,default
banking77-train-3501,There has been a payment  in the App that has not be done by me.,16,train,banking77,default
banking77-train-3502,I don't recognize a purchase that was made with my card.,16,train,banking77,default
banking77-train-3503,I'm checking the app and I see a payment that's not mine.,16,train,banking77,default
banking77-train-3504,I have a charge for something I didn't buy.,16,train,banking77,default
banking77-train-3505,A payment on my statement is wrong.,16,train,banking77,default
banking77-train-3506,There's a payment that isn't mine on my app,16,train,banking77,default
banking77-train-3507,What is this strange payment in my account?,16,train,banking77,default
banking77-train-3508,I'm not sure where this charge came from.,16,train,banking77,default
banking77-train-3509,I looked at my statement and found a payment I and found a mistake.,16,train,banking77,default
banking77-train-3510,A payment in my account was made by someone I don't know,16,train,banking77,default
banking77-train-3511,"I don't recognize this payment on my app, I am sure I didn't spend any money there.",16,train,banking77,default
banking77-train-3512,There are a couple of payments with my card shown in the app that in reality I didn't make. Maybe someone has access to my card?Can you check whats the issue ?,16,train,banking77,default
banking77-train-3513,There is payment showing that I didn't do.,16,train,banking77,default
banking77-train-3514,Payment I didn't do.,16,train,banking77,default
banking77-train-3515,Why is there a random payment in my statement?,16,train,banking77,default
banking77-train-3516,"Hi, there is a suspicious payment from my card. I definitely do not know who this is or who could have made this payment.",16,train,banking77,default
banking77-train-3517,A payment I didn't do shows in my app,16,train,banking77,default
banking77-train-3518,There is  a charge I don't recognize.,16,train,banking77,default
banking77-train-3519,I'm noticing a payment/purchase at a company that I don't recognise.,16,train,banking77,default
banking77-train-3520,There seems to be a couple of payments listed in the app I know weren't made by me. Is there a possibility someone has access to my card? Can you find out what's going on?,16,train,banking77,default
