sentence_id,text,label,split,source_dataset,source_config,locale,partition,scenario
massive-train-2061,weather conditions for the next day,13,train,massive,en-US,en-US,train,17
massive-train-2062,olly front page news articles please,22,train,massive,en-US,en-US,train,4
massive-train-2063,trending hot news topics,22,train,massive,en-US,en-US,train,4
massive-train-2064,turn light off,40,train,massive,en-US,en-US,train,8
massive-train-2065,reset alarm,52,train,massive,en-US,en-US,train,16
massive-train-2066,what time is alarm set for,23,train,massive,en-US,en-US,train,16
massive-train-2067,can you please order me some mcdonalds,16,train,massive,en-US,en-US,train,14
massive-train-2068,olly what movies are playing at carmike cinemas,16,train,massive,en-US,en-US,train,14
massive-train-2069,how about some pizza tonight can you please order a pepperoni large,16,train,massive,en-US,en-US,train,14
massive-train-2070,olly change my light color to blue and please turn off the kitchen light,1,train,massive,en-US,en-US,train,8
massive-train-2071,lights off for the kids bedroom please then change the lights to my room to red,40,train,massive,en-US,en-US,train,8
massive-train-2072,what's new on textile design,22,train,massive,en-US,en-US,train,4
massive-train-2073,did paok won liverpool,22,train,massive,en-US,en-US,train,4
massive-train-2074,i have not gotten my daily news yet can you please brief me a little bit,22,train,massive,en-US,en-US,train,4
massive-train-2075,what is the latest headline news from this newsource,22,train,massive,en-US,en-US,train,4
massive-train-2076,what is the latest headline news from this newsource,22,train,massive,en-US,en-US,train,4
massive-train-2077,i want to know what is this newsource reporting,22,train,massive,en-US,en-US,train,4
massive-train-2078,please remove this alarm,52,train,massive,en-US,en-US,train,16
massive-train-2079,i would like this alarm permanently removed,52,train,massive,en-US,en-US,train,16
massive-train-2080,this alarm needs to be permanently silenced,52,train,massive,en-US,en-US,train,16
massive-train-2081,let me hear a joke,25,train,massive,en-US,en-US,train,9
massive-train-2082,order me some chipotle,16,train,massive,en-US,en-US,train,14
massive-train-2083,order me postmates of mcdonald,16,train,massive,en-US,en-US,train,14
massive-train-2084,order me postmates of mcdonald,16,train,massive,en-US,en-US,train,14
massive-train-2085,order me some chinese food,16,train,massive,en-US,en-US,train,14
massive-train-2086,please mute the sound,46,train,massive,en-US,en-US,train,10
massive-train-2087,can you place the sound on mute,46,train,massive,en-US,en-US,train,10
massive-train-2088,i would like to mute the speakers please,46,train,massive,en-US,en-US,train,10
massive-train-2089,turn the volume off,46,train,massive,en-US,en-US,train,10
massive-train-2090,turn the sound off,46,train,massive,en-US,en-US,train,10
massive-train-2091,mute the sound,46,train,massive,en-US,en-US,train,10
massive-train-2092,shut down the plug,8,train,massive,en-US,en-US,train,8
massive-train-2093,what are the lyrics to this song,57,train,massive,en-US,en-US,train,15
massive-train-2094,can you pull up information on the singer of this song,57,train,massive,en-US,en-US,train,15
massive-train-2095,i want to eat two pita gyros please and some diet coke,16,train,massive,en-US,en-US,train,14
massive-train-2096,please change the color of my lights surprise me,1,train,massive,en-US,en-US,train,8
massive-train-2097,lighter shade on the lights please,31,train,massive,en-US,en-US,train,8
massive-train-2098,can you do me a favor my eyes are feeling strained on these lights can you please change it to a cooler tone,1,train,massive,en-US,en-US,train,8
massive-train-2099,play a song,45,train,massive,en-US,en-US,train,3
massive-train-2100,play me a random song,45,train,massive,en-US,en-US,train,3
massive-train-2101,what time is it in central standard time,0,train,massive,en-US,en-US,train,5
massive-train-2102,what time is it in mountain standard time,0,train,massive,en-US,en-US,train,5
massive-train-2103,turn off one light in my bedroom,40,train,massive,en-US,en-US,train,8
massive-train-2104,can you turn off one of my lights in my bathroom,40,train,massive,en-US,en-US,train,8
massive-train-2105,what's the weather in minneapoliscity,13,train,massive,en-US,en-US,train,17
massive-train-2106,is it raining in toronto,13,train,massive,en-US,en-US,train,17
massive-train-2107,turn the news on,22,train,massive,en-US,en-US,train,4
massive-train-2108,pull up my c. n. n. app and read it to me,22,train,massive,en-US,en-US,train,4
massive-train-2109,save this song as a favorite,43,train,massive,en-US,en-US,train,15
massive-train-2110,what's the current temperature,13,train,massive,en-US,en-US,train,17
massive-train-2111,what's the weather like today,13,train,massive,en-US,en-US,train,17
massive-train-2112,play some rock music,45,train,massive,en-US,en-US,train,3
massive-train-2113,play my rap playlist,45,train,massive,en-US,en-US,train,3
massive-train-2114,find me a good pop song,45,train,massive,en-US,en-US,train,3
massive-train-2115,please hold for the next hour,46,train,massive,en-US,en-US,train,10
massive-train-2116,i'm in a meeting please do not speak,46,train,massive,en-US,en-US,train,10
massive-train-2117,turn off the sound,46,train,massive,en-US,en-US,train,10
massive-train-2118,i hate this song please remember that so that i don't hear this song ever again,7,train,massive,en-US,en-US,train,15
massive-train-2119,play firework by katy perry,45,train,massive,en-US,en-US,train,3
massive-train-2120,what is the time in the midwest right now,0,train,massive,en-US,en-US,train,5
massive-train-2121,if it is twelve hours ahead of eastern standard centaur time what's the time in the philippines now,38,train,massive,en-US,en-US,train,5
massive-train-2122,what should i wear is it cold outside,13,train,massive,en-US,en-US,train,17
massive-train-2123,what's the latest on trump's travel ban,22,train,massive,en-US,en-US,train,4
massive-train-2124,alexa how many tornadoes have there been this month,12,train,massive,en-US,en-US,train,9
massive-train-2125,read me a news article about jeff sessions,22,train,massive,en-US,en-US,train,4
massive-train-2126,is it windy today,13,train,massive,en-US,en-US,train,17
massive-train-2127,how cold is it outside,13,train,massive,en-US,en-US,train,17
massive-train-2128,i am really feeling depressed right now can you please play my most played songs to cheer me up,45,train,massive,en-US,en-US,train,3
massive-train-2129,i just love adele please play my most played songs of her after this track,45,train,massive,en-US,en-US,train,3
massive-train-2130,order me a bowl from chipotle take-out,16,train,massive,en-US,en-US,train,14
massive-train-2131,i would like a cup of coffee with one cream and three sugars,56,train,massive,en-US,en-US,train,8
massive-train-2132,olly i would like a cup of coffee with one cream and three sugars,56,train,massive,en-US,en-US,train,8
massive-train-2133,speak louder please,14,train,massive,en-US,en-US,train,10
massive-train-2134,talk quieter please,35,train,massive,en-US,en-US,train,10
massive-train-2135,i hate this song do not play it again,7,train,massive,en-US,en-US,train,15
massive-train-2136,this is a five star song,43,train,massive,en-US,en-US,train,15
massive-train-2137,super song,43,train,massive,en-US,en-US,train,15
massive-train-2138,play david bowie playlist,45,train,massive,en-US,en-US,train,3
massive-train-2139,play david bowie,45,train,massive,en-US,en-US,train,3
massive-train-2140,when will my alarm go off in the morning,23,train,massive,en-US,en-US,train,16
massive-train-2141,delete my six am alarm,52,train,massive,en-US,en-US,train,16
massive-train-2142,clear my nine am alarms,52,train,massive,en-US,en-US,train,16
massive-train-2143,turn off the lights in the kitchen,40,train,massive,en-US,en-US,train,8
massive-train-2144,i need to get going at eight am tomorrow set up an alarm thirty minutes before that,48,train,massive,en-US,en-US,train,16
massive-train-2145,mike will send me an email tomorrow can you please set up an alarm fifteen minutes after receiving that email,48,train,massive,en-US,en-US,train,16
massive-train-2146,if my package shows that it is for delivery tomorrow can you set up an alarm one hour after thank you,48,train,massive,en-US,en-US,train,16
massive-train-2147,play classical music,45,train,massive,en-US,en-US,train,3
massive-train-2148,play classical music playlist,45,train,massive,en-US,en-US,train,3
massive-train-2149,what alarms have i set for tomorrow,23,train,massive,en-US,en-US,train,16
massive-train-2150,play that song next,45,train,massive,en-US,en-US,train,3
massive-train-2151,can you turn my bathroom lights off,40,train,massive,en-US,en-US,train,8
massive-train-2152,play my motivational playlist,45,train,massive,en-US,en-US,train,3
massive-train-2153,play my rock music playlist,45,train,massive,en-US,en-US,train,3
massive-train-2154,lower the brightness of the lights,31,train,massive,en-US,en-US,train,8
massive-train-2155,these lights are too bright please lower them,31,train,massive,en-US,en-US,train,8
massive-train-2156,please mute the speakers,46,train,massive,en-US,en-US,train,10
massive-train-2157,please set an alarm for seven hundred and thirty am tomorrow,48,train,massive,en-US,en-US,train,16
massive-train-2158,i'd like an alarm set for this saturday at ten,48,train,massive,en-US,en-US,train,16
massive-train-2159,set an eight hundred am alarm for next tuesday,48,train,massive,en-US,en-US,train,16
massive-train-2160,turn off on the socket,8,train,massive,en-US,en-US,train,8
massive-train-2161,tell me a joke about lawyers,25,train,massive,en-US,en-US,train,9
massive-train-2162,what time is it in that city,0,train,massive,en-US,en-US,train,5
massive-train-2163,what is donald trump's new policy on immigration,22,train,massive,en-US,en-US,train,4
massive-train-2164,has the war in syria ended,22,train,massive,en-US,en-US,train,4
massive-train-2165,play my favorite playlist,45,train,massive,en-US,en-US,train,3
massive-train-2166,play the playlist we were listening last night,45,train,massive,en-US,en-US,train,3
massive-train-2167,give five stars to this song,43,train,massive,en-US,en-US,train,15
massive-train-2168,access pop playlist,45,train,massive,en-US,en-US,train,3
massive-train-2169,hey can you please make me a creamy coffee,56,train,massive,en-US,en-US,train,8
massive-train-2170,i need to wake up make me the strongest coffee you can make,56,train,massive,en-US,en-US,train,8
massive-train-2171,give me updates on this news,22,train,massive,en-US,en-US,train,4
massive-train-2172,remind me if anything else happens,50,train,massive,en-US,en-US,train,2
massive-train-2173,i'd like to listen to poker face by lady gaga,45,train,massive,en-US,en-US,train,3
massive-train-2174,search for new stuff on that subject,22,train,massive,en-US,en-US,train,4
massive-train-2175,let me know if anything happens on that subject,22,train,massive,en-US,en-US,train,4
massive-train-2176,wake me up at this time,48,train,massive,en-US,en-US,train,16
massive-train-2177,what are the latest updates with regard to trump's ties to russia,22,train,massive,en-US,en-US,train,4
massive-train-2178,how is the news media reacting to trump's potential ties with russia,22,train,massive,en-US,en-US,train,4
massive-train-2179,siri how is the news media reacting to trump's potential ties with russia,22,train,massive,en-US,en-US,train,4
massive-train-2180,set alarm for six am everyday,48,train,massive,en-US,en-US,train,16
massive-train-2181,set alarm for tomorrow morning at six am,48,train,massive,en-US,en-US,train,16
massive-train-2182,start song one,45,train,massive,en-US,en-US,train,3
massive-train-2183,i want to here song one,45,train,massive,en-US,en-US,train,3
massive-train-2184,lower lights please,31,train,massive,en-US,en-US,train,8
massive-train-2185,look for song two and play it,45,train,massive,en-US,en-US,train,3
massive-train-2186,i want to listen song one,45,train,massive,en-US,en-US,train,3
massive-train-2187,what's the date tomorrow,0,train,massive,en-US,en-US,train,5
massive-train-2188,what day does my birthday fall on this year,0,train,massive,en-US,en-US,train,5
massive-train-2189,make me a coffee please,56,train,massive,en-US,en-US,train,8
massive-train-2190,make me a coffee please olly,56,train,massive,en-US,en-US,train,8
massive-train-2191,start making a coffee,56,train,massive,en-US,en-US,train,8
massive-train-2192,do a coffee for me please,56,train,massive,en-US,en-US,train,8
massive-train-2193,please play c. n. n.,45,train,massive,en-US,en-US,train,3
massive-train-2194,dim the lights at the living room,31,train,massive,en-US,en-US,train,8
massive-train-2195,turn off lights in my room,40,train,massive,en-US,en-US,train,8
massive-train-2196,please turn off all the lights in the house,40,train,massive,en-US,en-US,train,8
massive-train-2197,change color of the light to red outside the house,1,train,massive,en-US,en-US,train,8
massive-train-2198,set alarm for noon tomorrow,48,train,massive,en-US,en-US,train,16
massive-train-2199,set alarm for sixth of june two thousand seventeen at five am,48,train,massive,en-US,en-US,train,16
massive-train-2200,let me know the weather for today,13,train,massive,en-US,en-US,train,17
massive-train-2201,do you know if there is any rain today,13,train,massive,en-US,en-US,train,17
massive-train-2202,tell me the weather for new york city,13,train,massive,en-US,en-US,train,17
massive-train-2203,cancel all alarms,52,train,massive,en-US,en-US,train,16
massive-train-2204,cancel alarm for tenth of march two thousand seventeen,52,train,massive,en-US,en-US,train,16
massive-train-2205,i want to order some takeaway food,16,train,massive,en-US,en-US,train,14
massive-train-2206,i'm hungry show me some takeaway food,16,train,massive,en-US,en-US,train,14
massive-train-2207,what is the weather like today,13,train,massive,en-US,en-US,train,17
massive-train-2208,what was the weather report for today,13,train,massive,en-US,en-US,train,17
massive-train-2209,olly give me the most recent stuff you have angelina jolie,12,train,massive,en-US,en-US,train,9
massive-train-2210,give me the most recent stuff you have angelina jolie,12,train,massive,en-US,en-US,train,9
massive-train-2211,olly any fresh news on brad pitt,22,train,massive,en-US,en-US,train,4
massive-train-2212,any fresh news on brad pitt,22,train,massive,en-US,en-US,train,4
massive-train-2213,what is the most recent update regarding the hurricane katrina,22,train,massive,en-US,en-US,train,4
massive-train-2214,olly what is the most recent update regarding the hurricane katrina,22,train,massive,en-US,en-US,train,4
massive-train-2215,what is the current pacific time,0,train,massive,en-US,en-US,train,5
massive-train-2216,what is the current eastern time,0,train,massive,en-US,en-US,train,5
massive-train-2217,i need to hear a joke can you tell me one,25,train,massive,en-US,en-US,train,9
massive-train-2218,please rate this song five stars please,43,train,massive,en-US,en-US,train,15
massive-train-2219,please save my rating on this song it is five stars please,43,train,massive,en-US,en-US,train,15
massive-train-2220,please keep me up to date on technology please,22,train,massive,en-US,en-US,train,4
massive-train-2221,remove all alarms set today,52,train,massive,en-US,en-US,train,16
massive-train-2222,find out if kfc delivers please,3,train,massive,en-US,en-US,train,14
massive-train-2223,olly find out if kfc delivers please,3,train,massive,en-US,en-US,train,14
massive-train-2224,olly does that new chinese restaurant deliver,3,train,massive,en-US,en-US,train,14
massive-train-2225,does shibaru sushi deliver,3,train,massive,en-US,en-US,train,14
massive-train-2226,lower the lighting,31,train,massive,en-US,en-US,train,8
massive-train-2227,dim the lights in my bedroom,31,train,massive,en-US,en-US,train,8
massive-train-2228,dim the lighting in my living room,31,train,massive,en-US,en-US,train,8
massive-train-2229,olly darker lights please,31,train,massive,en-US,en-US,train,8
massive-train-2230,darker lights please,31,train,massive,en-US,en-US,train,8
massive-train-2231,what is the weather in miami,13,train,massive,en-US,en-US,train,17
massive-train-2232,what is the chance of thunderstorms today in biloxi,13,train,massive,en-US,en-US,train,17
massive-train-2233,what is the time difference between here and dakar,0,train,massive,en-US,en-US,train,5
massive-train-2234,what is the time in paris,0,train,massive,en-US,en-US,train,5
massive-train-2235,schedule a delivery from food at the nearby takeaway diner,16,train,massive,en-US,en-US,train,14
massive-train-2236,order from dominoes,16,train,massive,en-US,en-US,train,14
massive-train-2237,what is the time difference between pacific and central,38,train,massive,en-US,en-US,train,5
massive-train-2238,what is the time difference between central and eastern,38,train,massive,en-US,en-US,train,5
massive-train-2239,does the nearby pizza hut deliver in my area,3,train,massive,en-US,en-US,train,14
massive-train-2240,switch off the wemo plug,8,train,massive,en-US,en-US,train,8
massive-train-2241,what is todays date,0,train,massive,en-US,en-US,train,5
massive-train-2242,how late am i,0,train,massive,en-US,en-US,train,5
massive-train-2243,what is the weather like this week,13,train,massive,en-US,en-US,train,17
massive-train-2244,olly what is the weather like this week,13,train,massive,en-US,en-US,train,17
massive-train-2245,what is the weather in austin,13,train,massive,en-US,en-US,train,17
massive-train-2246,set an alarm for me for tomorrow at seven p. m.,48,train,massive,en-US,en-US,train,16
massive-train-2247,i need an alarm for sunday at eight am can you please set one for me,48,train,massive,en-US,en-US,train,16
massive-train-2248,identify current song playing,57,train,massive,en-US,en-US,train,15
massive-train-2249,show me the name of the song playing right now,57,train,massive,en-US,en-US,train,15
massive-train-2250,find the latest article from chris hedges on truthdig,22,train,massive,en-US,en-US,train,4
massive-train-2251,olly what are the most recent headlines on c. n. n.,22,train,massive,en-US,en-US,train,4
massive-train-2252,what are the most recent headlines on c. n. n.,22,train,massive,en-US,en-US,train,4
massive-train-2253,olly please make me a cup of coffee,56,train,massive,en-US,en-US,train,8
massive-train-2254,please turn off the wemo plug,8,train,massive,en-US,en-US,train,8
massive-train-2255,could you please turn on the plug,24,train,massive,en-US,en-US,train,8
massive-train-2256,pull up the news,22,train,massive,en-US,en-US,train,4
massive-train-2257,show me the news,22,train,massive,en-US,en-US,train,4
massive-train-2258,set notification for six o'clock news update,22,train,massive,en-US,en-US,train,4
massive-train-2259,add newscast time to daily schedule,22,train,massive,en-US,en-US,train,4
massive-train-2260,remind me to check morning news update,22,train,massive,en-US,en-US,train,4
massive-train-2261,have the vacuum cleaner clean the room,34,train,massive,en-US,en-US,train,8
massive-train-2262,tell me the time in jakarta,0,train,massive,en-US,en-US,train,5
massive-train-2263,report the time in miami,0,train,massive,en-US,en-US,train,5
massive-train-2264,what's the weather like,13,train,massive,en-US,en-US,train,17
massive-train-2265,turn off the lights in this room please,40,train,massive,en-US,en-US,train,8
massive-train-2266,this room lights off,40,train,massive,en-US,en-US,train,8
massive-train-2267,what time is my alarm set for,23,train,massive,en-US,en-US,train,16
massive-train-2268,what time i am waking up tomorrow,23,train,massive,en-US,en-US,train,16
massive-train-2269,what time is it in hong kong,0,train,massive,en-US,en-US,train,5
massive-train-2270,what is the time difference between my location and hong kong,38,train,massive,en-US,en-US,train,5
massive-train-2271,tell me the top stories in the news,22,train,massive,en-US,en-US,train,4
massive-train-2272,read me the front page of the new york times,22,train,massive,en-US,en-US,train,4
massive-train-2273,where is the fire,14,train,massive,en-US,en-US,train,10
massive-train-2274,jazz,45,train,massive,en-US,en-US,train,3
massive-train-2275,punjabi,45,train,massive,en-US,en-US,train,3
massive-train-2276,news,22,train,massive,en-US,en-US,train,4
massive-train-2277,is it going to snow,13,train,massive,en-US,en-US,train,17
massive-train-2278,is there going to be fog in the morning,13,train,massive,en-US,en-US,train,17
massive-train-2279,i love zydeco jams,43,train,massive,en-US,en-US,train,15
massive-train-2280,give me some bowie,57,train,massive,en-US,en-US,train,15
massive-train-2281,keep track of the standing rock protest,22,train,massive,en-US,en-US,train,4
massive-train-2282,update me on the standing rock protest,22,train,massive,en-US,en-US,train,4
massive-train-2283,send me updates on the standing rock protest,22,train,massive,en-US,en-US,train,4
massive-train-2284,is the twenty third on the weekend,0,train,massive,en-US,en-US,train,5
massive-train-2285,a priest walks into a bar,25,train,massive,en-US,en-US,train,9
massive-train-2286,go to cnncom,22,train,massive,en-US,en-US,train,4
massive-train-2287,what is the the times headline,22,train,massive,en-US,en-US,train,4
massive-train-2288,who is singing,57,train,massive,en-US,en-US,train,15
massive-train-2289,what artist sings this song,57,train,massive,en-US,en-US,train,15
massive-train-2290,who is currently singing,57,train,massive,en-US,en-US,train,15
massive-train-2291,what time is it in california,0,train,massive,en-US,en-US,train,5
massive-train-2292,olly what time is it in california,0,train,massive,en-US,en-US,train,5
massive-train-2293,if i call mike in california at six p. m. what will his time be,38,train,massive,en-US,en-US,train,5
massive-train-2294,what time will it be locally at nine am bangalore india time,38,train,massive,en-US,en-US,train,5
massive-train-2295,lights to fifty percent,1,train,massive,en-US,en-US,train,8
massive-train-2296,today's forecast,13,train,massive,en-US,en-US,train,17
massive-train-2297,turn on vacuum,34,train,massive,en-US,en-US,train,8
massive-train-2298,activate vacuum,34,train,massive,en-US,en-US,train,8
massive-train-2299,call and order pizza for delivery,16,train,massive,en-US,en-US,train,14
massive-train-2300,get me some food,16,train,massive,en-US,en-US,train,14
massive-train-2301,please set the alarm for eight p. m. wednesday evening,48,train,massive,en-US,en-US,train,16
massive-train-2302,at seven am tomorrow morning ring the alarm,48,train,massive,en-US,en-US,train,16
massive-train-2303,what will the weather be in chicago today,13,train,massive,en-US,en-US,train,17
massive-train-2304,what is the weather forecast for chicago,13,train,massive,en-US,en-US,train,17
massive-train-2305,save this music to my favorites,43,train,massive,en-US,en-US,train,15
massive-train-2306,remember that i do not like this music,7,train,massive,en-US,en-US,train,15
massive-train-2307,remember that this is my favorite music,43,train,massive,en-US,en-US,train,15
massive-train-2308,turn off my wemo plug socket,8,train,massive,en-US,en-US,train,8
massive-train-2309,turn off my wemo plug socket now,8,train,massive,en-US,en-US,train,8
massive-train-2310,was this song in the top twenty,57,train,massive,en-US,en-US,train,15
massive-train-2311,set an alarm for eight am,48,train,massive,en-US,en-US,train,16
massive-train-2312,i need an alarm for nine p. m.,48,train,massive,en-US,en-US,train,16
massive-train-2313,is it going to be sunny this weekend,13,train,massive,en-US,en-US,train,17
massive-train-2314,select shuffle all,28,train,massive,en-US,en-US,train,15
massive-train-2315,what is going on with blank,22,train,massive,en-US,en-US,train,4
massive-train-2316,what is the outcome of blank today,22,train,massive,en-US,en-US,train,4
massive-train-2317,do you have any updates on blank,22,train,massive,en-US,en-US,train,4
massive-train-2318,how long will my order be,3,train,massive,en-US,en-US,train,14
massive-train-2319,when did i place my order and what was the projected time it would take,3,train,massive,en-US,en-US,train,14
massive-train-2320,can you activate the vacuum to clean the house,34,train,massive,en-US,en-US,train,8
massive-train-2321,please set my coffee machine to start at four p. m. time,56,train,massive,en-US,en-US,train,8
massive-train-2322,can you set the coffee machine to make coffee at three p. m. time every week day,56,train,massive,en-US,en-US,train,8
massive-train-2323,music tracking,57,train,massive,en-US,en-US,train,15
massive-train-2324,who is the singer,57,train,massive,en-US,en-US,train,15
massive-train-2325,what is the time for jimmy's party,32,train,massive,en-US,en-US,train,2
massive-train-2326,can you set my coffee machine to make me coffee at four p. m. time,56,train,massive,en-US,en-US,train,8
massive-train-2327,can you make me coffee now,56,train,massive,en-US,en-US,train,8
massive-train-2328,can you turn the lights up,18,train,massive,en-US,en-US,train,8
massive-train-2329,can you put the lights on the high setting,41,train,massive,en-US,en-US,train,8
massive-train-2330,can you put the vacuum on,34,train,massive,en-US,en-US,train,8
massive-train-2331,can you please put the vacuum on,34,train,massive,en-US,en-US,train,8
massive-train-2332,what time does the match start,0,train,massive,en-US,en-US,train,5
massive-train-2333,play a rai music,45,train,massive,en-US,en-US,train,3
massive-train-2334,change alarm setting,48,train,massive,en-US,en-US,train,16
massive-train-2335,play music from party playlist,45,train,massive,en-US,en-US,train,3
massive-train-2336,play jack johnson playlist music,45,train,massive,en-US,en-US,train,3
massive-train-2337,the twenty second is on what day of the week,0,train,massive,en-US,en-US,train,5
massive-train-2338,let me know when it is ten,48,train,massive,en-US,en-US,train,16
massive-train-2339,will it rain saturday,13,train,massive,en-US,en-US,train,17
massive-train-2340,change the color of the lights to blue,1,train,massive,en-US,en-US,train,8
massive-train-2341,change lights from red to blue,1,train,massive,en-US,en-US,train,8
massive-train-2342,please advise what the current news is on fox news,22,train,massive,en-US,en-US,train,4
massive-train-2343,what is the leading story at this time on fox news,22,train,massive,en-US,en-US,train,4
massive-train-2344,is fox news reporting any breaking news at this time,22,train,massive,en-US,en-US,train,4
massive-train-2345,please be quiet,46,train,massive,en-US,en-US,train,10
massive-train-2346,mute for volume,46,train,massive,en-US,en-US,train,10
massive-train-2347,does john's pizza have takeaway,3,train,massive,en-US,en-US,train,14
massive-train-2348,does brick grill deliver,3,train,massive,en-US,en-US,train,14
massive-train-2349,mute speaker,46,train,massive,en-US,en-US,train,10
massive-train-2350,please quiet the speaker,46,train,massive,en-US,en-US,train,10
massive-train-2351,please set an alarm at seven am tomorrow morning,48,train,massive,en-US,en-US,train,16
massive-train-2352,send me a wake up alert at seven am tomorrow morning,48,train,massive,en-US,en-US,train,16
massive-train-2353,please turn off the alarm,52,train,massive,en-US,en-US,train,16
massive-train-2354,play it louder,14,train,massive,en-US,en-US,train,10
massive-train-2355,what time is it right now in pacific time,0,train,massive,en-US,en-US,train,5
massive-train-2356,it is nine here what time is it in california,38,train,massive,en-US,en-US,train,5
massive-train-2357,what is the latest news on global warming,22,train,massive,en-US,en-US,train,4
massive-train-2358,get latest news report on kidnapping in ny,22,train,massive,en-US,en-US,train,4
massive-train-2359,please turn on repeat all,28,train,massive,en-US,en-US,train,15
massive-train-2360,wake me at daybreak,48,train,massive,en-US,en-US,train,16
massive-train-2361,get me to alarm setting,48,train,massive,en-US,en-US,train,16
massive-train-2362,play top twenty five hits,45,train,massive,en-US,en-US,train,3
massive-train-2363,play latest country music releases,45,train,massive,en-US,en-US,train,3
massive-train-2364,list and play all songs by given artist,45,train,massive,en-US,en-US,train,3
massive-train-2365,play best hits from given artist,45,train,massive,en-US,en-US,train,3
massive-train-2366,what is today's weather in springfield,13,train,massive,en-US,en-US,train,17
massive-train-2367,what is the weather back home today,13,train,massive,en-US,en-US,train,17
massive-train-2368,i said,12,train,massive,en-US,en-US,train,9
massive-train-2369,it's quiet time,46,train,massive,en-US,en-US,train,10
massive-train-2370,start playing my song list,45,train,massive,en-US,en-US,train,3
massive-train-2371,play songs by the beatles please,45,train,massive,en-US,en-US,train,3
massive-train-2372,let's play that song again,45,train,massive,en-US,en-US,train,3
massive-train-2373,brew me some coffee,56,train,massive,en-US,en-US,train,8
massive-train-2374,make me coffee now,56,train,massive,en-US,en-US,train,8
massive-train-2375,i'd like a coffee now,56,train,massive,en-US,en-US,train,8
massive-train-2376,play only songs by the beatles please,45,train,massive,en-US,en-US,train,3
massive-train-2377,i need to get up at seven am,48,train,massive,en-US,en-US,train,16
massive-train-2378,is my alarm set for seven am,48,train,massive,en-US,en-US,train,16
massive-train-2379,turn room lights off now,40,train,massive,en-US,en-US,train,8
massive-train-2380,turn house lights off,40,train,massive,en-US,en-US,train,8
massive-train-2381,please turn off the lights in the bedroom,40,train,massive,en-US,en-US,train,8
massive-train-2382,what's the weather in toronto today,13,train,massive,en-US,en-US,train,17
massive-train-2383,what the weather going to be in n. y. c. next week,13,train,massive,en-US,en-US,train,17
massive-train-2384,what is today's weather forecast,13,train,massive,en-US,en-US,train,17
massive-train-2385,turn the vacuum on,34,train,massive,en-US,en-US,train,8
massive-train-2386,turn off lights in kitchen,40,train,massive,en-US,en-US,train,8
massive-train-2387,turn off lights in all bathrooms,40,train,massive,en-US,en-US,train,8
massive-train-2388,nightime,12,train,massive,en-US,en-US,train,9
massive-train-2389,select rai music file,45,train,massive,en-US,en-US,train,3
massive-train-2390,go to rap list,45,train,massive,en-US,en-US,train,3
massive-train-2391,what's the latest on the train,22,train,massive,en-US,en-US,train,4
massive-train-2392,i can't see let's make it brighter,18,train,massive,en-US,en-US,train,8
massive-train-2393,can we turn up the lights,18,train,massive,en-US,en-US,train,8
massive-train-2394,it's a bit dark increase lighting,18,train,massive,en-US,en-US,train,8
massive-train-2395,please turn off all the lights outdoor,40,train,massive,en-US,en-US,train,8
massive-train-2396,please turn off my patio lights,40,train,massive,en-US,en-US,train,8
massive-train-2397,let's dance,45,train,massive,en-US,en-US,train,3
massive-train-2398,time to workout,45,train,massive,en-US,en-US,train,3
massive-train-2399,near pizza shops,16,train,massive,en-US,en-US,train,14
massive-train-2400,play a party music list,45,train,massive,en-US,en-US,train,3
massive-train-2401,can you please change the time zone to us,38,train,massive,en-US,en-US,train,5
massive-train-2402,please change time zone to india,38,train,massive,en-US,en-US,train,5
massive-train-2403,the joke of the day,25,train,massive,en-US,en-US,train,9
massive-train-2404,will it be sunny,13,train,massive,en-US,en-US,train,17
massive-train-2405,turn off all of my alarms,52,train,massive,en-US,en-US,train,16
massive-train-2406,turn off my alarms,52,train,massive,en-US,en-US,train,16
massive-train-2407,take off my alarms,52,train,massive,en-US,en-US,train,16
massive-train-2408,can you play magic by bruno mars,45,train,massive,en-US,en-US,train,3
massive-train-2409,i would like to hear heathens by twenty one pilots,45,train,massive,en-US,en-US,train,3
massive-train-2410,can this room have green light,1,train,massive,en-US,en-US,train,8
massive-train-2411,please play classical music,45,train,massive,en-US,en-US,train,3
massive-train-2412,when is it going to snow next,13,train,massive,en-US,en-US,train,17
massive-train-2413,play metallica on shuffle,45,train,massive,en-US,en-US,train,3
massive-train-2414,please play workout playlist,45,train,massive,en-US,en-US,train,3
massive-train-2415,i want to hear study playlist,45,train,massive,en-US,en-US,train,3
massive-train-2416,will it be windy tonight,13,train,massive,en-US,en-US,train,17
massive-train-2417,will the snow stop before seven am tomorrow,13,train,massive,en-US,en-US,train,17
massive-train-2418,play my yoga playlist,45,train,massive,en-US,en-US,train,3
massive-train-2419,skip to the next song,45,train,massive,en-US,en-US,train,3
massive-train-2420,switch to my workout playlist,45,train,massive,en-US,en-US,train,3
massive-train-2421,please reduce the sound,35,train,massive,en-US,en-US,train,10
massive-train-2422,please increase the volume,14,train,massive,en-US,en-US,train,10
massive-train-2423,tell the latest news about the trump,22,train,massive,en-US,en-US,train,4
massive-train-2424,tell me the news about the current scenario in chennai,22,train,massive,en-US,en-US,train,4
massive-train-2425,what is the current date in india,0,train,massive,en-US,en-US,train,5
